Name,Index,Level,Type,Max_Health,Attack,Defense,Speed,Moves,Evolved_Form,Evolution_Level,Evolution_Item,Abilities,Held_Item,Region,Sub_Region,Mana_Cost,Rarity,Price,Description,Class,Class_Type,Type2
Floette,670,1,Fairy,54,45,47,52,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,
Florges,671,1,Fairy,78,65,68,75,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,
Skiddo,672,1,Grass,66,65,48,52,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,
Gogoat,673,1,Grass,123,100,62,68,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,
Pancham,674,1,Fighting,67,82,62,43,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,
Pangoro,675,1,Fighting,95,124,78,58,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,Dark
Furfrou,676,1,Normal,75,80,60,102,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,
Espurr,677,1,Psychic,62,48,54,68,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,
MeowsticMale,678,1,Psychic,74,48,76,104,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,
MeowsticFemale,678,1,Psychic,74,48,76,104,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,
Honedge,679,1,Steel,45,80,100,28,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,Ghost
Doublade,680,1,Steel,59,110,150,35,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,Ghost
AegislashBlade,681,1,Steel,60,150,50,60,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,Ghost
AegislashShield,681,1,Steel,60,50,150,60,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,Ghost
Spritzee,682,1,Fairy,78,52,60,23,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,
Aromatisse,683,1,Fairy,101,72,72,29,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,
Swirlix,684,1,Fairy,62,48,66,49,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,
Slurpuff,685,1,Fairy,82,80,86,72,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,
Inkay,686,1,Dark,53,54,53,45,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,Psychic
Malamar,687,1,Dark,86,92,88,73,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,Psychic
Binacle,688,1,Rock,42,52,67,50,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,Water
Barbaracle,689,1,Rock,72,105,115,68,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,Water
Skrelp,690,1,Poison,50,60,60,30,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,Water
Dragalge,691,1,Poison,65,75,90,44,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,Dragon
Clauncher,692,1,Water,50,53,62,44,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,
Clawitzer,693,1,Water,71,73,88,59,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,
Helioptile,694,1,Electric,44,38,33,70,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,Normal
Heliolisk,695,1,Electric,62,55,52,109,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,Normal
Tyrunt,696,1,Rock,58,89,77,48,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,Dragon
Tyrantrum,697,1,Rock,82,121,119,71,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,Dragon
Amaura,698,1,Rock,77,59,50,46,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,Ice
Aurorus,699,1,Rock,123,77,72,58,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,Ice
Sylveon,700,1,Fairy,95,65,65,60,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,
Hawlucha,701,1,Fighting,78,92,75,118,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,Flying
Dedenne,702,1,Electric,67,58,57,101,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,Fairy
Carbink,703,1,Rock,50,50,150,50,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,Fairy
Goomy,704,1,Dragon,45,50,35,40,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,
Sliggoo,705,1,Dragon,68,75,53,60,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,
Goodra,706,1,Dragon,90,100,70,80,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,
Klefki,707,1,Steel,57,80,91,75,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,Fairy
Phantump,708,1,Ghost,43,70,48,38,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,Grass
Trevenant,709,1,Ghost,85,110,76,56,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,Grass
Pumpkaboo,710,1,Ghost,49,66,70,51,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,Grass
Gourgeist,711,1,Ghost,65,90,122,84,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,Grass
Bergmite,712,1,Ice,55,69,85,28,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,
Avalugg,713,1,Ice,95,117,184,28,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,
Noibat,714,1,Flying,40,30,35,55,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,Dragon
Noivern,715,1,Flying,85,70,80,123,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,Dragon
Xerneas,716,1,Fairy,126,131,95,99,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,
Yveltal,717,1,Dark,126,131,95,99,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,Flying
Zygarde,718,1,Dragon,108,100,121,95,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,Ground
Diancie,719,1,Rock,50,100,150,50,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,Fairy
HoopaHoopa,720,1,Psychic,80,110,60,70,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,Ghost
HoopaHoopaUnbound,720,1,Psychic,80,160,60,80,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,Dark
Volcanion,721,1,Fire,80,110,120,70,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,Water
